country,fulltitle,country_OEL,continent,continent_OEL,Situational,panel#,runs,amount,length,averagelength,maxlength,proportion,Frequency,PanelProportion,averagelength%,maxlength%
Korea,In The Starlight,Korea,Asia,Asia,Spatial,163,134,19,153,8.052631579,26,93.86503067,0.116564417,0.938650307,0.049402648,0.159509202
Korea,Invincible Yeonbyeongeol,Korea,Asia,Asia,Spatial,73,64,8,72,9,22,98.63013699,0.109589041,0.98630137,0.123287671,0.301369863
Korea,Kingdom of the Winds,Korea,Asia,Asia,Spatial,68,40,14,54,3.857142857,10,79.41176471,0.205882353,0.794117647,0.056722689,0.147058824
Korea,Kwaidan,Korea,Asia,Asia,Spatial,276,190,54,244,4.518518519,16,88.4057971,0.195652174,0.884057971,0.016371444,0.057971014
Korea,Lie to Me,Korea,Asia,Asia,Spatial,166,113,28,141,5.035714286,29,84.93975904,0.168674699,0.84939759,0.030335628,0.174698795
Korea,The Breaker New Waves,Korea,Asia,Asia,Spatial,102,71,15,86,5.733333333,19,84.31372549,0.147058824,0.843137255,0.05620915,0.18627451
Korea,The Color of Earth,Korea,Asia,Asia,Spatial,228,189,18,207,11.5,31,90.78947368,0.078947368,0.907894737,0.050438596,0.135964912
Korea,The Great Catsby,Korea,Asia,Asia,Spatial,140,115,15,132,8.25,19,94.28571429,0.107142857,0.942857143,0.058928571,0.135714286
Korea,Zero/Six,Korea,Asia,Asia,Spatial,142,99,17,116,6.823529412,22,81.69014085,0.11971831,0.816901408,0.048053024,0.154929577
Korea,Zippy Ziggy,Korea,Asia,Asia,Spatial,78,59,13,72,5.538461538,12,92.30769231,0.166666667,0.923076923,0.071005917,0.153846154
Netherlands,Agent 327 - Dossier zevenslaper,Netherlands,Europe,Europe,Spatial,304,252,35,287,8.2,41,94.40789474,0.115131579,0.944078947,0.026973684,0.134868421
Netherlands,Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt,Netherlands,Europe,Europe,Spatial,75,55,16,71,4.4375,12,94.66666667,0.213333333,0.946666667,0.059166667,0.16
Netherlands,Alleen op de wereld,Netherlands,Europe,Europe,Spatial,155,111,32,143,4.46875,12,92.25806452,0.206451613,0.922580645,0.028830645,0.077419355
Netherlands,Ambrosius - De gefleste geesten,Netherlands,Europe,Europe,Spatial,156,135,13,148,11.38461538,25,94.87179487,0.083333333,0.948717949,0.072978304,0.16025641
Netherlands,Baron van Tast tot Zeveren,Netherlands,Europe,Europe,Spatial,300,243,40,283,7.075,33,94.33333333,0.133333333,0.943333333,0.023583333,0.11
Netherlands,Blook - De supermolekuul,Netherlands,Europe,Europe,Spatial,159,138,14,152,10.85714286,29,95.59748428,0.088050314,0.955974843,0.068283917,0.182389937
Netherlands,Claudia Brucken - Operatie Sneeuw,Netherlands,Europe,Europe,Spatial,308,229,51,280,5.490196078,27,90.90909091,0.165584416,0.909090909,0.017825312,0.087662338
Netherlands,De Argonautjes - De Onderwereld,Netherlands,Europe,Europe,Spatial,154,133,18,151,8.388888889,22,98.05194805,0.116883117,0.980519481,0.054473304,0.142857143
Netherlands,De avonturen van Douwe Dabbert - Florijn de Flierefluiter,Netherlands,Europe,Europe,Spatial,156,136,14,150,10.71428571,37,96.15384615,0.08974359,0.961538462,0.068681319,0.237179487
Netherlands,De avonturen van Johan en Stefan - De Zondebokken,Netherlands,Europe,Europe,Spatial,149,111,18,129,7.166666667,14,86.57718121,0.120805369,0.865771812,0.048098434,0.093959732
Netherlands,De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie,Netherlands,Europe,Europe,Spatial,152,135,17,152,9,53,100,0.111842105,1,0.059210526,0.348684211
Netherlands,De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal,Netherlands,Europe,Europe,Spatial,151,110,29,139,4.793103448,11,92.05298013,0.19205298,0.920529801,0.031742407,0.072847682
Netherlands,De Familie Doorzon - Het geslacht doorzon,Netherlands,Europe,Europe,Spatial,153,107,24,131,5.458333333,12,85.62091503,0.156862745,0.85620915,0.035675381,0.078431373
Netherlands,De Nakomertjes - Nooit meer uitslapen!,Netherlands,Europe,Europe,Spatial,154,95,27,122,4.518518519,9,79.22077922,0.175324675,0.792207792,0.029341029,0.058441558
Netherlands,De ontdekking,Netherlands,Europe,Europe,Spatial,302,117,41,158,3.853658537,20,52.31788079,0.135761589,0.523178808,0.012760459,0.066225166
Netherlands,De Ruyter - De Engelsen komen!,Netherlands,Europe,Europe,Spatial,151,93,33,126,3.818181818,8,83.44370861,0.218543046,0.834437086,0.025285972,0.052980132
Netherlands,Dick Bos,Netherlands,Europe,Europe,Spatial,100,60,23,83,3.608695652,9,83,0.23,0.83,0.036086957,0.09
Netherlands,Dik van Dieren en zo - De eerste 11 zaken,Netherlands,Europe,Europe,Spatial,150,104,26,130,5,18,86.66666667,0.173333333,0.866666667,0.033333333,0.12
Netherlands,Don't panic!,Netherlands,Europe,Europe,Spatial,152,117,28,145,5.178571429,14,95.39473684,0.184210526,0.953947368,0.034069549,0.092105263
Netherlands,Een avontuur van Elno - D骠 vu in sMon-Thang,Netherlands,Europe,Europe,Spatial,150,116,21,137,6.523809524,22,91.33333333,0.14,0.913333333,0.043492063,0.146666667
Netherlands,Een avontuur van Roel Dijkstra - De superspits,Netherlands,Europe,Europe,Spatial,152,127,19,146,7.684210526,18,96.05263158,0.125,0.960526316,0.050554017,0.118421053
Netherlands,Eric de Noorman - De Steen van Atlantis,Netherlands,Europe,Europe,Spatial,152,109,27,136,5.037037037,15,89.47368421,0.177631579,0.894736842,0.033138402,0.098684211
Netherlands,Franka - Gangsterfilm,Netherlands,Europe,Europe,Spatial,159,107,25,132,5.28,46,83.01886792,0.157232704,0.830188679,0.033207547,0.289308176
Netherlands,In The Pines: 5 murder ballads,Netherlands,Europe,Europe,Spatial,139,117,15,132,8.8,27,94.96402878,0.107913669,0.949640288,0.063309353,0.194244604
Netherlands,"Jan, Jans en de kinderen",Netherlands,Europe,Europe,Spatial,610,481,90,571,6.344444444,12,93.60655738,0.147540984,0.936065574,0.010400729,0.019672131
Netherlands,Je geld of je leven,Netherlands,Europe,Europe,Spatial,114,85,17,102,6,14,89.47368421,0.149122807,0.894736842,0.052631579,0.122807018
Netherlands,Joop Klepzeiker,Netherlands,Europe,Europe,Spatial,154,125,20,145,7.25,11,94.15584416,0.12987013,0.941558442,0.047077922,0.071428571
Netherlands,Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid,Netherlands,Europe,Europe,Spatial,152,86,28,114,4.071428571,16,75,0.184210526,0.75,0.026785714,0.105263158
Netherlands,Mario en de toverpluisbloem,Netherlands,Europe,Europe,Spatial,152,129,20,149,7.45,29,98.02631579,0.131578947,0.980263158,0.049013158,0.190789474
Netherlands,Noortje - Altijd opgeruimd,Netherlands,Europe,Europe,Spatial,151,104,32,136,4.25,8,90.06622517,0.21192053,0.900662252,0.028145695,0.052980132
Netherlands,Panda - De olieboertjes,Netherlands,Europe,Europe,Spatial,70,51,12,63,5.25,15,90,0.171428571,0.9,0.075,0.214285714
Netherlands,Quaco - Leven in slavernij,Netherlands,Europe,Europe,Spatial,151,102,24,126,5.25,16,83.44370861,0.158940397,0.834437086,0.034768212,0.105960265
Netherlands,Rood - Feestje met de regen,Netherlands,Europe,Europe,Spatial,161,102,36,138,3.833333333,12,85.71428571,0.223602484,0.857142857,0.023809524,0.074534161
Netherlands,Sjors & Sjimmie  - Van dik hout,Netherlands,Europe,Europe,Spatial,151,95,35,130,3.714285714,10,86.09271523,0.231788079,0.860927152,0.024597919,0.066225166
Netherlands,Sjors en Sjimmie - Bij de Arabieren,Netherlands,Europe,Europe,Spatial,137,117,19,136,7.157894737,11,99.27007299,0.138686131,0.99270073,0.052247407,0.080291971
Netherlands,Sjors en Sjimmie - De geheimzinnige duikboot,Netherlands,Europe,Europe,Spatial,155,104,29,133,4.586206897,14,85.80645161,0.187096774,0.858064516,0.029588432,0.090322581
Netherlands,"Sjors, voorzitter van de Rebellenclub",Netherlands,Europe,Europe,Spatial,154,112,27,139,5.148148148,12,90.25974026,0.175324675,0.902597403,0.033429533,0.077922078
Netherlands,Tom Poes - De liefdadiger,Netherlands,Europe,Europe,Spatial,74,59,12,71,5.916666667,15,95.94594595,0.162162162,0.959459459,0.079954955,0.202702703
Netherlands,Tom Poes Weekblad 3 - Tom Poes en de geest in de fles,Netherlands,Europe,Europe,Spatial,68,54,8,62,7.75,23,91.17647059,0.117647059,0.911764706,0.113970588,0.338235294
Netherlands,Tom Poes Weekblad 3 - Tom Poes ontmoet een oude bekende,Netherlands,Europe,Europe,Spatial,74,53,13,66,5.076923077,12,89.18918919,0.175675676,0.891891892,0.068607069,0.162162162
Netherlands,Zonder Filter,Netherlands,Europe,Europe,Spatial,127,109,10,120,12,58,94.48818898,0.078740157,0.94488189,0.094488189,0.456692913
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och .rstidsnyckeln,Sweden,Europe,Europe,Spatial,125,97,20,117,5.85,16,93.6,0.16,0.936,0.0468,0.128
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och Farmors Kista,Sweden,Europe,Europe,Spatial,43,32,6,38,6.333333333,20,88.37209302,0.139534884,0.88372093,0.147286822,0.465116279
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och J.tten Gorm,Sweden,Europe,Europe,Spatial,72,55,10,65,6.5,18,90.27777778,0.138888889,0.902777778,0.090277778,0.25
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse och Trollkarlens Smycke,Sweden,Europe,Europe,Spatial,96,62,16,78,4.875,20,81.25,0.166666667,0.8125,0.05078125,0.208333333
Sweden,Bamse: v.rldens starkaste bj.rn - Bamse: Sandslottst.vlingen,Sweden,Europe,Europe,Spatial,64,61,3,64,21.66666667,53,100,0.046875,1,0.338541667,0.828125
Sweden,Bamse: v.rldens starkaste bj.rn - Den Mystiska Bilen,Sweden,Europe,Europe,Spatial,56,38,9,47,5.222222222,13,83.92857143,0.160714286,0.839285714,0.093253968,0.232142857
Sweden,Bamse: v.rldens starkaste bj.rn - Drullevarg Matar F.glarna (fast.n han inte vill),Sweden,Europe,Europe,Spatial,68,55,10,65,6.5,26,95.58823529,0.147058824,0.955882353,0.095588235,0.382352941
Sweden,Bamse: v.rldens starkaste bj.rn - Fixare-sorkarna p. Stallstigen,Sweden,Europe,Europe,Spatial,26,13,7,20,2.857142857,4,76.92307692,0.269230769,0.769230769,0.10989011,0.153846154
Sweden,Bamse: v.rldens starkaste bj.rn - Katten Jansen och Husmusen Hj.lper Till,Sweden,Europe,Europe,Spatial,18,17,1,18,18,18,100,0.055555556,1,1,1
Sweden,Bamse: v.rldens starkaste bj.rn - Krosus Gladland II,Sweden,Europe,Europe,Spatial,88,70,11,81,7.363636364,15,92.04545455,0.125,0.920454545,0.083677686,0.170454545
Sweden,Bamse: v.rldens starkaste bj.rn - Lille Skutt I Fotbolls-VM,Sweden,Europe,Europe,Spatial,83,79,4,83,20.75,48,100,0.048192771,1,0.25,0.578313253
Sweden,Bamse: v.rldens starkaste bj.rn - Mini-Hop och Barnvakten,Sweden,Europe,Europe,Spatial,42,30,10,40,4,7,95.23809524,0.238095238,0.952380952,0.095238095,0.166666667
Sweden,Bamse: v.rldens starkaste bj.rn - Om Fotboll,Sweden,Europe,Europe,Spatial,8,3,1,4,4,4,50,0.125,0.5,0.5,0.5
Sweden,Bamse: v.rldens starkaste bj.rn - Om Sandslott,Sweden,Europe,Europe,Spatial,10,8,1,9,9,9,90,0.1,0.9,0.9,0.9
Sweden,Bamse: v.rldens starkaste bj.rn - Pellefant: Sn.ballskriget,Sweden,Europe,Europe,Spatial,32,23,5,28,5.6,13,87.5,0.15625,0.875,0.175,0.40625
Sweden,Bamse: v.rldens starkaste bj.rn - Professor Murmeldjur har Br.ttom,Sweden,Europe,Europe,Spatial,30,20,7,27,3.857142857,9,90,0.233333333,0.9,0.128571429,0.3
Sweden,Bamse: v.rldens starkaste bj.rn - Skalman och Mullvalen,Sweden,Europe,Europe,Spatial,98,58,18,76,4.222222222,14,77.55102041,0.183673469,0.775510204,0.0430839,0.142857143
Sweden,Bamse: v.rldens starkaste bj.rn - Sorktyg i Skogen II,Sweden,Europe,Europe,Spatial,84,62,14,76,5.428571429,13,90.47619048,0.166666667,0.904761905,0.06462585,0.154761905
Sweden,Bamse: v.rldens starkaste bj.rn - Teddy Blir Detektiv,Sweden,Europe,Europe,Spatial,107,81,19,100,5.263157895,14,93.45794393,0.177570093,0.934579439,0.049188392,0.130841121
Sweden,Bamse: v.rldens starkaste bj.rn - Tidsresan: Bamse och de Mystiska Str.larna,Sweden,Europe,Europe,Spatial,84,64,12,76,6.333333333,14,90.47619048,0.142857143,0.904761905,0.075396825,0.166666667
Sweden,Bamse: v.rldens starkaste bj.rn - Vargen och Klockkuppen,Sweden,Europe,Europe,Spatial,94,56,20,76,3.8,11,80.85106383,0.212765957,0.808510638,0.040425532,0.117021277
Sweden,H.lge: Varning f򲠤lgskador!,Sweden,Europe,Europe,Spatial,127,93,30,123,4.1,16,96.8503937,0.236220472,0.968503937,0.032283465,0.125984252
Sweden,Herman Hedning,Sweden,Europe,Europe,Spatial,77,56,11,67,6.090909091,14,87.01298701,0.142857143,0.87012987,0.079102715,0.181818182
USA,100%,USA,USA,USA,Spatial,139,111,13,124,9.538461538,35,89.20863309,0.09352518,0.892086331,0.068622025,0.251798561
USA,Action Comics - The Menace of Metallo,USA,USA,USA,Spatial,72,36,17,53,3.117647059,7,73.61111111,0.236111111,0.736111111,0.043300654,0.097222222
USA,Action Comics - The Supergirl from Krypton!,USA,USA,USA,Spatial,158,76,33,109,3.303030303,7,68.98734177,0.208860759,0.689873418,0.020905255,0.044303797
USA,Amazing Spider-man - Back in Black,USA,USA,USA,Spatial,270,188,44,232,5.272727273,23,85.92592593,0.162962963,0.859259259,0.01952862,0.085185185
USA,Amazing Spider-Man - Shaw's Gambit,USA,USA,USA,Spatial,212,145,39,184,4.717948718,13,86.79245283,0.183962264,0.867924528,0.022254475,0.061320755
USA,Andre the Giant: Life and Legend,USA,USA,USA,Spatial,131,85,17,102,6,18,77.86259542,0.129770992,0.778625954,0.045801527,0.13740458
USA,Arch Enemies One Hero. One Villan. On Apartment,USA,USA,USA,Spatial,184,150,23,173,7.52173913,20,94.02173913,0.125,0.940217391,0.040879017,0.108695652
USA,Assemby,OEL manga,USA,OEL manga,Spatial,168,83,36,119,3.305555556,7,70.83333333,0.214285714,0.708333333,0.019675926,0.041666667
USA,B.P.R.D. - The Black Flame,USA,USA,USA,Spatial,204,185,16,201,12.5625,48,98.52941176,0.078431373,0.985294118,0.061580882,0.235294118
USA,Batman The Dark Knight - A Rush of Blood,USA,USA,USA,Spatial,237,171,38,209,5.5,16,88.18565401,0.160337553,0.88185654,0.023206751,0.067510549
USA,Batman:The Killing Joke,USA,USA,USA,Spatial,133,110,19,129,6.789473684,20,96.9924812,0.142857143,0.969924812,0.051048674,0.15037594
USA,Black Hood - Crime Goes to College,USA,USA,USA,Spatial,170,118,31,149,4.806451613,30,87.64705882,0.182352941,0.876470588,0.028273245,0.176470588
USA,Black Hood - The Case of the Medical Murderer,USA,USA,USA,Spatial,122,60,26,86,3.307692308,8,70.49180328,0.213114754,0.704918033,0.027112232,0.06557377
USA,Black Panther - Back to Africa: Part one,USA,USA,USA,Spatial,208,158,35,193,5.514285714,14,92.78846154,0.168269231,0.927884615,0.026510989,0.067307692
USA,Blankets,USA,USA,USA,Spatial,128,86,16,102,6.375,19,79.6875,0.125,0.796875,0.049804688,0.1484375
USA,Blessed Thistle,USA,USA,USA,Spatial,218,182,26,208,8,35,95.41284404,0.119266055,0.95412844,0.036697248,0.160550459
USA,Blue Beetle - Joan,USA,USA,USA,Spatial,42,0,0,0,0,0,0,0,0,0,0
USA,Blue Beetle - The Man Who Stole 24 Hours,USA,USA,USA,Spatial,56,24,10,34,3.4,7,60.71428571,0.178571429,0.607142857,0.060714286,0.125
USA,Blue Beetle - The Masks of Mystery,USA,USA,USA,Spatial,56,31,8,39,4.875,9,69.64285714,0.142857143,0.696428571,0.087053571,0.160714286
USA,Blue Monday,OEL manga,USA,OEL manga,Spatial,324,231,56,287,5.125,11,88.58024691,0.172839506,0.885802469,0.015817901,0.033950617
USA,Boxers,USA,USA,USA,Spatial,136,94,11,105,9.545454545,28,77.20588235,0.080882353,0.772058824,0.070187166,0.205882353
USA,Brain Boy - Pirates of the Air,USA,USA,USA,Spatial,154,83,28,111,3.964285714,10,72.07792208,0.181818182,0.720779221,0.025742115,0.064935065
USA,Captain America  - Blood Stone,USA,USA,USA,Spatial,184,133,31,164,5.290322581,17,89.13043478,0.168478261,0.891304348,0.028751753,0.092391304
USA,"Captain America  - U.S. Agent, Siege, Night of the Scourge part one",USA,USA,USA,Spatial,44,26,8,34,4.25,8,77.27272727,0.181818182,0.772727273,0.096590909,0.181818182
USA,Captain Atom - The Gremlins from the Planet Blue,USA,USA,USA,Spatial,103,50,21,71,3.380952381,11,68.93203883,0.203883495,0.689320388,0.03282478,0.106796117
USA,Captain Marvel Adventures - Capt. Marvel -Out West-,USA,USA,USA,Spatial,91,55,15,70,4.666666667,17,76.92307692,0.164835165,0.769230769,0.051282051,0.186813187
USA,Captain Marvel Adventures - Captain Marvel Battles the Vampire,USA,USA,USA,Spatial,90,64,11,75,6.818181818,23,83.33333333,0.122222222,0.833333333,0.075757576,0.255555556
USA,Captain Marvel Adventures - Captain Marvel Vs. Z,USA,USA,USA,Spatial,96,57,20,77,3.85,13,80.20833333,0.208333333,0.802083333,0.040104167,0.135416667
USA,Captain Marvel Adventures - The Monsters of Saturn,USA,USA,USA,Spatial,105,53,16,69,4.3125,11,65.71428571,0.152380952,0.657142857,0.041071429,0.104761905
USA,"Captain Midnight - """"Secret Sub""""",USA,USA,USA,Spatial,54,25,9,34,3.777777778,10,62.96296296,0.166666667,0.62962963,0.069958848,0.185185185
USA,Captain Midnight - The Murder Trap,USA,USA,USA,Spatial,110,55,23,78,3.391304348,8,70.90909091,0.209090909,0.709090909,0.03083004,0.072727273
USA,Chronicles of the Universe,OEL manga,USA,OEL manga,Spatial,267,143,39,182,4.666666667,16,68.16479401,0.146067416,0.68164794,0.017478152,0.059925094
USA,Constantine - The Spark and the Flame Part 1: The Price We Pay,USA,USA,USA,Spatial,148,100,25,125,5,27,84.45945946,0.168918919,0.844594595,0.033783784,0.182432432
USA,Daredevil - Guardian Devil,USA,USA,USA,Spatial,133,106,16,122,7.625,17,91.72932331,0.120300752,0.917293233,0.057330827,0.127819549
USA,Daredevil - The Mysterious Masked Matador,USA,USA,USA,Spatial,260,179,37,216,5.837837838,23,83.07692308,0.142307692,0.830769231,0.022453222,0.088461538
USA,Darkness Resurrection,USA,USA,USA,Spatial,205,148,27,175,6.481481481,22,85.36585366,0.131707317,0.853658537,0.031616983,0.107317073
USA,Deadpool - Bullseye part two,USA,USA,USA,Spatial,93,81,11,92,8.363636364,22,98.92473118,0.11827957,0.989247312,0.089931574,0.23655914
USA,Detective Comics - The Laughing Fish,USA,USA,USA,Spatial,228,180,24,204,8.5,22,89.47368421,0.105263158,0.894736842,0.037280702,0.096491228
USA,DMZ Body of a Journalist,USA,USA,USA,Spatial,180,107,28,135,4.821428571,17,75,0.155555556,0.75,0.026785714,0.094444444
USA,Doll Man - Monster of the Mire,USA,USA,USA,Spatial,60,42,10,52,5.2,16,86.66666667,0.166666667,0.866666667,0.086666667,0.266666667
USA,Doll Man - The Troll,USA,USA,USA,Spatial,49,31,7,38,5.428571429,20,77.55102041,0.142857143,0.775510204,0.110787172,0.408163265
USA,Fantastic Four - Skyfall,USA,USA,USA,Spatial,91,65,13,78,6,13,85.71428571,0.142857143,0.857142857,0.065934066,0.142857143
USA,Far Arden,USA,USA,USA,Spatial,118,93,13,106,8.153846154,24,89.83050847,0.110169492,0.898305085,0.069100391,0.203389831
USA,Fierce,USA,USA,USA,Spatial,226,139,45,184,4.088888889,10,81.4159292,0.199115044,0.814159292,0.018092429,0.044247788
USA,"Gigantor - Heart of Steel, Soul of Iron",OEL manga,USA,OEL manga,Spatial,175,97,39,136,3.487179487,7,77.71428571,0.222857143,0.777142857,0.01992674,0.04
USA,Gold Digger,OEL manga,USA,OEL manga,Spatial,138,105,18,121,7.117647059,25,87.68115942,0.130434783,0.876811594,0.051577153,0.18115942
USA,Green Lantern - No evil shall escape my sight,USA,USA,USA,Spatial,104,77,12,89,7.416666667,15,85.57692308,0.115384615,0.855769231,0.071314103,0.144230769
USA,Green Lantern Corps - Sacrifice of Will,USA,USA,USA,Spatial,180,113,27,140,5.185185185,18,77.77777778,0.15,0.777777778,0.028806584,0.1
USA,Green Lantern: Rebirth - Rings,USA,USA,USA,Spatial,260,222,27,249,9.222222222,33,95.76923077,0.103846154,0.957692308,0.035470085,0.126923077
USA,Heck,USA,USA,USA,Spatial,159,137,15,152,10.13333333,27,95.59748428,0.094339623,0.955974843,0.063731656,0.169811321
USA,Justice League of America - The Great Identity Crisis!,USA,USA,USA,Spatial,218,150,36,186,5.166666667,10,85.32110092,0.165137615,0.853211009,0.023700306,0.04587156
USA,Lady Luck - Charity Ball,USA,USA,USA,Spatial,52,32,12,44,3.666666667,6,84.61538462,0.230769231,0.846153846,0.070512821,0.115384615
USA,Lady Luck - Pirate Mansion,USA,USA,USA,Spatial,79,42,14,56,4,11,70.88607595,0.17721519,0.708860759,0.050632911,0.139240506
USA,Lady Luck - The Count,USA,USA,USA,Spatial,32,24,7,31,4.428571429,9,96.875,0.21875,0.96875,0.138392857,0.28125
USA,Lady Luck - The Pyramid Club,USA,USA,USA,Spatial,58,32,13,45,3.461538462,6,77.5862069,0.224137931,0.775862069,0.059681698,0.103448276
USA,Lars of Mars -  The Terror Weapon,USA,USA,USA,Spatial,73,43,13,56,4.307692308,7,76.71232877,0.178082192,0.767123288,0.059009484,0.095890411
USA,Lars of Mars - The Crucial Game,USA,USA,USA,Spatial,44,29,12,41,3.416666667,6,93.18181818,0.272727273,0.931818182,0.077651515,0.136363636
USA,Lars of Mars - The Earthshaker,USA,USA,USA,Spatial,42,24,8,32,4,9,76.19047619,0.19047619,0.761904762,0.095238095,0.214285714
USA,Lars of Mars - The Terror Weapon,USA,USA,USA,Spatial,73,47,12,59,4.916666667,8,80.82191781,0.164383562,0.808219178,0.067351598,0.109589041
USA,Legends From Darkwood,OEL manga,USA,OEL manga,Spatial,461,380,50,433,8.490196078,55,93.92624729,0.10845987,0.939262473,0.018416911,0.119305857
USA,Luftmatte 1946,OEL manga,USA,OEL manga,Spatial,162,94,27,119,4.576923077,11,73.45679012,0.166666667,0.734567901,0.028252612,0.067901235
USA,Myth Warriors,OEL manga,USA,OEL manga,Spatial,148,103,25,128,5.12,25,86.48648649,0.168918919,0.864864865,0.034594595,0.168918919
USA,Nick Fury Agent of S.H.I.E.L.D. - Who is Scorpio,USA,USA,USA,Spatial,195,115,41,156,3.804878049,10,80,0.21025641,0.8,0.019512195,0.051282051
USA,Ninja High School Hawaii,OEL manga,USA,OEL manga,Spatial,229,181,29,216,7.2,21,94.3231441,0.126637555,0.943231441,0.031441048,0.091703057
USA,NorthWest Passage,USA,USA,USA,Spatial,91,56,16,72,4.5,12,79.12087912,0.175824176,0.791208791,0.049450549,0.131868132
USA,Once in a Blue Moon,OEL manga,USA,OEL manga,Spatial,186,150,22,172,7.818181818,16,92.47311828,0.11827957,0.924731183,0.042033236,0.086021505
USA,OZ The Manga - Council with the Munchkins,OEL manga,USA,OEL manga,Spatial,196,153,32,185,5.78125,37,94.3877551,0.163265306,0.943877551,0.029496173,0.18877551
USA,Plastic Man - The Expander Device,USA,USA,USA,Spatial,96,70,15,85,5.666666667,20,88.54166667,0.15625,0.885416667,0.059027778,0.208333333
USA,Pride and Prejudice,OEL manga,USA,OEL manga,Spatial,88,69,9,78,8.666666667,22,88.63636364,0.102272727,0.886363636,0.098484848,0.25
USA,Rising Stars -  Voices of the Dead Bright,USA,USA,USA,Spatial,185,133,33,166,5.03030303,15,89.72972973,0.178378378,0.897297297,0.027190827,0.081081081
USA,Same Difference,USA,USA,USA,Spatial,173,137,22,159,7.227272727,29,91.90751445,0.12716763,0.919075145,0.041776143,0.167630058
USA,Savage Dragon - The End,USA,USA,USA,Spatial,228,160,34,194,5.705882353,17,85.0877193,0.149122807,0.850877193,0.0250258,0.074561404
USA,Scott Pilgrim vs. The World,OEL manga,USA,OEL manga,Spatial,176,132,33,165,5,10,93.75,0.1875,0.9375,0.028409091,0.056818182
USA,Set to Sea,USA,USA,USA,Spatial,134,69,23,92,4,14,68.65671642,0.171641791,0.686567164,0.029850746,0.104477612
USA,Shackleton Antarctic Odyssey,USA,USA,USA,Spatial,142,82,22,104,4.727272727,13,73.23943662,0.154929577,0.732394366,0.033290653,0.091549296
USA,Star Wars Empire,USA,USA,USA,Spatial,192,145,19,164,8.631578947,22,85.41666667,0.098958333,0.854166667,0.04495614,0.114583333
USA,Street Fighter Classic,OEL manga,USA,OEL manga,Spatial,152,137,14,151,10.78571429,33,99.34210526,0.092105263,0.993421053,0.070958647,0.217105263
USA,Sumo,USA,USA,USA,Spatial,119,106,5,112,22.4,66,94.11764706,0.042016807,0.941176471,0.188235294,0.554621849
USA,Superman Batman Absolute Power - Absolute Power,USA,USA,USA,Spatial,142,76,23,99,4.304347826,19,69.71830986,0.161971831,0.697183099,0.030312309,0.133802817
USA,The Agents,OEL manga,USA,OEL manga,Spatial,254,131,37,168,4.540540541,15,66.14173228,0.145669291,0.661417323,0.017876144,0.059055118
USA,The Avengers - The Wrath of the Weathermen,USA,USA,USA,Spatial,111,70,17,87,5.117647059,22,78.37837838,0.153153153,0.783783784,0.046104928,0.198198198
USA,The Blue Beetle - The MadMen,USA,USA,USA,Spatial,125,75,22,97,4.409090909,22,77.6,0.176,0.776,0.035272727,0.176
USA,The Flame - Dr. Ivan's Insurance Bombing Racket.,USA,USA,USA,Spatial,292,142,52,194,3.730769231,12,66.43835616,0.178082192,0.664383562,0.012776607,0.04109589
USA,The Flash - Flashing Wheels,USA,USA,USA,Spatial,71,44,11,55,5,13,77.46478873,0.154929577,0.774647887,0.070422535,0.183098592
USA,The Incredible Hulk - Best Intentions,USA,USA,USA,Spatial,110,85,17,102,6,16,92.72727273,0.154545455,0.927272727,0.054545455,0.145454545
USA,The Invincible Iron Man - Ten Rings to Rule the World,USA,USA,USA,Spatial,87,69,12,81,6.75,23,93.10344828,0.137931034,0.931034483,0.077586207,0.264367816
USA,The Punisher - Blackout,USA,USA,USA,Spatial,297,201,52,253,4.865384615,25,85.18518519,0.175084175,0.851851852,0.016381766,0.084175084
USA,The Punisher - Do Not Fall in New York City,USA,USA,USA,Spatial,160,121,14,135,9.642857143,32,84.375,0.0875,0.84375,0.060267857,0.2
USA,The Story of Roberto Clemente,USA,USA,USA,Spatial,141,115,15,130,8.666666667,19,92.19858156,0.106382979,0.921985816,0.061465721,0.134751773
USA,Tokyo Knights,OEL manga,USA,OEL manga,Spatial,152,117,20,137,6.85,27,90.13157895,0.131578947,0.901315789,0.045065789,0.177631579
USA,Twilight X,OEL manga,USA,OEL manga,Spatial,160,101,33,128,4,9,80,0.20625,0.8,0.025,0.05625
USA,Uncanny X-men,USA,USA,USA,Spatial,300,247,34,281,8.264705882,32,93.66666667,0.113333333,0.936666667,0.02754902,0.106666667
USA,Venom: Funeral Pyre - High Tension,USA,USA,USA,Spatial,95,61,12,73,6.083333333,23,76.84210526,0.126315789,0.768421053,0.064035088,0.242105263
USA,Wolverine - Not dead yet part,USA,USA,USA,Spatial,156,130,14,144,10.28571429,20,92.30769231,0.08974359,0.923076923,0.065934066,0.128205128
USA,Wonder Woman - His Name is Psycho,USA,USA,USA,Spatial,136,90,24,114,4.75,18,83.82352941,0.176470588,0.838235294,0.034926471,0.132352941
