country;fulltitle;country_OEL;continent;continent_OEL;panel#;charruns;charrunamount;charlength;charaveragelength;charmaxlength;charproportion;locationruns;locrunamount;loclength;locaveragelength;locmaxlength;locproportion;timeruns;timerunamount;timelength;timeaveragelength;timemaxlength;timeproportion;continuityruns;continuityrunamount;continuitylength;continuityaveragelength;continuitymaxlength;continuityproportion;discontinuity;discontinuityrunamount;discontinuitylength;discontinuitylength;discontinuitymaxlength;discontinuityproportion
Netherlands;Sjors & Sjimmie  - Van dik hout;Netherlands;Europe;Europe;151;60;39;99;2.538461538;6;65.56291391;95;35;130;3.714285714;10;86.09271523;137;14;151;10.78571429;34;100;50;34;84;2.470588235;6;55.62913907;8;8;16;2;2;10.59602649
Netherlands;Sjors en Sjimmie - Bij de Arabieren;Netherlands;Europe;Europe;137;30;17;47;2.764705882;7;34.30656934;117;19;136;7.157894737;11;99.27007299;120;17;137;8.058823529;11;100;29;16;45;2.8125;7;32.84671533;2;2;4;2;2;2.919708029
Netherlands;Sjors en Sjimmie - De geheimzinnige duikboot;Netherlands;Europe;Europe;155;57;30;87;2.9;12;56.12903226;104;29;133;4.586206897;14;85.80645161;136;17;153;9;14;98.70967742;47;28;75;2.678571429;11;48.38709677;5;5;10;2;2;6.451612903
Netherlands;Sjors, voorzitter van de Rebellenclub;Netherlands;Europe;Europe;154;80;37;117;3.162162162;11;75.97402597;112;27;139;5.148148148;12;90.25974026;141;13;154;11.84615385;12;100;70;37;107;2.891891892;7;69.48051948;0;0;0;0;0;0
Netherlands;Tom Poes - De liefdadiger;Netherlands;Europe;Europe;74;34;15;49;3.266666667;12;66.21621622;59;12;71;5.916666667;15;95.94594595;71;3;74;25;56;100;31;13;44;3.384615385;11;59.45945946;2;2;4;2;2;5.405405405
Netherlands;Tom Poes Weekblad 3 - Tom Poes en de geest in de fles;Netherlands;Europe;Europe;68;27;18;45;2.5;5;66.17647059;54;8;62;7.75;23;91.17647059;61;5;66;13.2;45;97.05882353;23;16;39;2.4375;5;57.35294118;4;3;7;2.333333333;3;10.29411765
Netherlands;Tom Poes Weekblad 3 - Tom Poes ontmoet een oude bekende;Netherlands;Europe;Europe;74;32;17;49;2.882352941;8;66.21621622;53;13;66;5.076923077;12;89.18918919;70;3;73;24.33333333;50;98.64864865;27;16;43;2.6875;7;58.10810811;2;2;4;2;2;5.405405405
Netherlands;Zonder Filter;Netherlands;Europe;Europe;127;58;27;85;3.148148148;9;66.92913386;109;10;120;12;58;94.48818898;112;7;36;5.142857143;13;28.34645669;53;27;80;2.962962963;9;62.99212598;7;4;11;2.75;4;8.661417323
Sweden;Bamse: världens starkaste björn - Bamse och Årstidsnyckeln;Sweden;Europe;Europe;125;30;19;49;2.578947368;6;39.2;97;20;117;5.85;16;93.6;98;18;116;6.444444444;23;92.8;21;18;39;2.166666667;4;31.2;9;7;16;2.285714286;3;12.8
Sweden;Bamse: världens starkaste björn - Bamse och Farmors Kista;Sweden;Europe;Europe;43;21;8;29;3.625;7;67.44186047;32;6;38;6.333333333;20;88.37209302;29;7;36;5.142857143;12;83.72093023;13;9;22;2.444444444;4;51.1627907;4;3;7;2.333333333;3;16.27906977
Sweden;Bamse: världens starkaste björn - Bamse och Jätten Gorm;Sweden;Europe;Europe;72;20;11;31;2.818181818;8;43.05555556;55;10;65;6.5;18;90.27777778;53;12;65;5.416666667;13;90.27777778;14;9;23;2.555555556;6;31.94444444;1;1;2;2;2;2.777777778
Sweden;Bamse: världens starkaste björn - Bamse och Trollkarlens Smycke;Sweden;Europe;Europe;96;19;14;33;2.357142857;4;34.375;62;16;78;4.875;20;81.25;61;18;79;4.388888889;10;82.29166667;10;9;19;2.111111111;3;19.79166667;15;7;22;3.142857143;7;22.91666667
Sweden;Bamse: världens starkaste björn - Bamse: Sandslottstävlingen;Sweden;Europe;Europe;64;7;6;13;2.166666667;3;20.3125;61;3;64;21.66666667;53;100;40;14;54;3.857142857;8;84.375;5;4;9;2.25;3;14.0625;1;1;2;2;2;3.125
Sweden;Bamse: världens starkaste björn - Den Mystiska Bilen;Sweden;Europe;Europe;56;15;11;26;2.363636364;3;46.42857143;38;9;47;5.222222222;13;83.92857143;41;8;49;6.125;14;87.5;9;7;16;2.285714286;3;28.57142857;7;5;12;2.4;3;21.42857143
Sweden;Bamse: världens starkaste björn - Drullevarg Matar Fåglarna (fastän han inte vill);Sweden;Europe;Europe;68;29;13;42;3.230769231;7;61.76470588;55;10;65;6.5;26;95.58823529;48;11;59;5.363636364;12;86.76470588;22;11;33;3;5;48.52941176;4;4;8;2;2;11.76470588
Sweden;Bamse: världens starkaste björn - Fixare-sorkarna på Stallstigen;Sweden;Europe;Europe;26;7;5;12;2.4;3;46.15384615;13;7;20;2.857142857;4;76.92307692;19;5;24;4.8;6;92.30769231;4;3;7;2.333333333;3;26.92307692;3;3;6;2;2;23.07692308
Sweden;Bamse: världens starkaste björn - Katten Jansen och Husmusen Hjälper Till;Sweden;Europe;Europe;18;13;3;16;5.333333333;7;88.88888889;17;1;18;18;18;100;16;2;18;9;12;100;12;3;15;5;6;83.33333333;0;0;0;0;0;0
Sweden;Bamse: världens starkaste björn - Krosus Gladland II;Sweden;Europe;Europe;88;24;11;35;3.181818182;7;39.77272727;70;11;81;7.363636364;15;92.04545455;71;10;81;8.1;15;92.04545455;19;8;27;3.375;5;30.68181818;7;4;11;2.75;5;12.5
Sweden;Bamse: världens starkaste björn - Lille Skutt I Fotbolls-VM;Sweden;Europe;Europe;83;13;10;23;2.3;4;27.71084337;79;4;83;20.75;48;100;51;16;67;4.1875;16;80.72289157;8;7;15;2.142857143;3;18.07228916;3;3;4;2;2;4.819277108
Sweden;Bamse: världens starkaste björn - Mini-Hop och Barnvakten;Sweden;Europe;Europe;42;21;8;29;3.625;8;69.04761905;30;10;40;4;7;95.23809524;28;9;37;4.111111111;6;88.0952381;12;9;21;2.333333333;3;50;4;4;8;2;2;19.04761905
Sweden;Bamse: världens starkaste björn - Om Fotboll;Sweden;Europe;Europe;8;0;0;0;0;0;0;3;1;4;4;4;50;1;1;2;2;2;25;0;0;0;0;0;0;4;0;6;6;6;75
Sweden;Bamse: världens starkaste björn - Om Sandslott;Sweden;Europe;Europe;10;1;1;2;2;2;20;8;1;9;9;9;90;4;2;6;3;4;60;1;1;2;2;2;20;1;1;2;2;2;20
Sweden;Bamse: världens starkaste björn - Pellefant: Snöballskriget;Sweden;Europe;Europe;32;7;6;13;2.166666667;3;40.625;23;5;28;5.6;13;87.5;18;5;23;4.6;11;71.875;3;3;6;2;2;18.75;4;2;6;3;4;18.75
Sweden;Bamse: världens starkaste björn - Professor Murmeldjur har Bråttom;Sweden;Europe;Europe;30;14;5;19;3.8;6;63.33333333;20;7;27;3.857142857;9;90;22;7;29;4.142857143;7;96.66666667;6;5;11;2.2;3;36.66666667;1;1;2;2;2;6.666666667
Sweden;Bamse: världens starkaste björn - Skalman och Mullvalen;Sweden;Europe;Europe;98;19;12;31;2.583333333;6;31.63265306;58;18;76;4.222222222;14;77.55102041;63;17;80;4.705882353;14;81.63265306;14;8;22;2.75;6;22.44897959;21;11;32;2.909090909;7;32.65306122
Sweden;Bamse: världens starkaste björn - Sorktyg i Skogen II;Sweden;Europe;Europe;84;30;15;45;3;7;53.57142857;62;14;76;5.428571429;13;90.47619048;66;14;80;5.714285714;18;95.23809524;25;13;38;2.923076923;7;45.23809524;7;7;14;2;2;16.66666667
Sweden;Bamse: världens starkaste björn - Teddy Blir Detektiv;Sweden;Europe;Europe;107;36;19;55;2.894736842;7;51.40186916;81;19;100;5.263157895;14;93.45794393;70;18;88;4.888888889;15;82.24299065;17;15;32;2.133333333;3;29.90654206;8;8;16;2;2;14.95327103
Sweden;Bamse: världens starkaste björn - Tidsresan: Bamse och de Mystiska Strålarna ;Sweden;Europe;Europe;84;18;11;29;2.636363636;5;34.52380952;64;12;76;6.333333333;14;90.47619048;65;14;79;5.642857143;11;94.04761905;12;9;21;2.333333333;3;25;4;3;7;2.333333333;3;8.333333333
Sweden;Bamse: världens starkaste björn - Vargen och Klockkuppen;Sweden;Europe;Europe;94;33;17;50;2.941176471;5;53.19148936;56;20;76;3.8;11;80.85106383;60;14;74;5.285714286;14;78.72340426;21;12;33;2.75;5;35.10638298;17;11;28;2.545454545;4;29.78723404
Sweden;Hälge: Varning för älgskador!;Sweden;Europe;Europe;127;77;32;109;3.40625;7;85.82677165;93;30;123;4.1;16;96.8503937;65;28;93;3.321428571;14;73.22834646;27;21;48;2.285714286;4;37.79527559;15;14;29;2.071428571;3;22.83464567
Sweden;Herman Hedning;Sweden;Europe;Europe;77;39;18;57;3.166666667;7;74.02597403;56;11;67;6.090909091;14;87.01298701;54;10;64;6.4;25;83.11688312;23;13;36;2.769230769;5;46.75324675;4;4;8;2;2;10.38961039
USA;100%;USA;USA;USA;139;44;23;67;2.913043478;10;48.20143885;111;13;124;9.538461538;35;89.20863309;114;14;128;9.142857143;18;92.08633094;32;22;54;2.454545455;5;38.84892086;4;3;7;2.333333333;3;5.035971223
USA;Action Comics - The Menace of Metallo;USA;USA;USA;72;34;16;50;3.125;8;69.44444444;36;17;53;3.117647059;7;73.61111111;43;18;61;3.388888889;13;84.72222222;26;15;41;2.733333333;7;56.94444444;23;16;42;2.470588235;4;58.33333333
USA;Action Comics - The Supergirl from Krypton!;USA;USA;USA;158;76;30;106;3.533333333;9;67.08860759;76;33;109;3.303030303;7;68.98734177;85;32;117;3.65625;13;74.05063291;50;31;81;2.612903226;7;51.26582278;51;28;76;2.814814815;6;48.10126582
USA;Amazing Spider-man - Back in Black;USA;USA;USA;270;99;44;143;3.25;9;52.96296296;188;44;232;5.272727273;23;85.92592593;218;36;254;7.055555556;23;94.07407407;85;39;124;3.179487179;9;45.92592593;37;25;62;2.48;4;22.96296296
USA;Amazing Spider-Man - Shaw's Gambit;USA;USA;USA;212;71;34;105;3.088235294;6;49.52830189;145;39;184;4.717948718;13;86.79245283;174;29;203;7;26;95.75471698;58;35;93;2.657142857;6;43.86792453;30;22;52;2.363636364;4;24.52830189
USA;Andre the Giant: Life and Legend;USA;USA;USA;131;34;20;54;2.7;6;41.22137405;85;17;102;6;18;77.86259542;104;12;116;9.666666667;20;88.54961832;27;18;45;2.5;5;34.35114504;4;4;8;2;2;6.106870229
USA;Arch Enemies One Hero. One Villan. On Apartment;USA;USA;USA;184;62;28;90;3.214285714;8;48.91304348;150;23;173;7.52173913;20;94.02173913;153;23;176;7.652173913;23;95.65217391;46;26;72;2.769230769;5;39.13043478;7;7;14;2;2;7.608695652
USA;Assemby;OEL manga;USA;OEL manga;168;57;28;85;3.035714286;6;50.5952381;83;36;119;3.305555556;7;70.83333333;119;27;146;5.407407407;25;86.9047619;35;20;55;2.75;5;32.73809524;26;18;44;2.444444444;5;26.19047619
USA;B.P.R.D. - The Black Flame;USA;USA;USA;204;45;23;68;2.956521739;9;33.33333333;185;16;201;12.5625;48;98.52941176;179;17;196;11.52941176;41;96.07843137;38;23;61;2.652173913;5;29.90196078;4;4;8;2;2;3.921568627
USA;Batman The Dark Knight - A Rush of Blood;USA;USA;USA;237;96;49;145;2.959183673;10;61.1814346;171;38;209;5.5;16;88.18565401;204;31;235;7.580645161;18;99.15611814;91;47;138;2.936170213;10;58.2278481;23;21;44;2.095238095;3;18.56540084
USA;Batman:The Killing Joke;USA;USA;USA;133;66;26;92;3.538461538;9;69.17293233;110;19;129;6.789473684;20;96.9924812;119;12;131;10.91666667;23;98.4962406;60;26;86;3.307692308;9;64.66165414;9;9;18;2;2;13.53383459
USA;Black Hood - Crime Goes to College;USA;USA;USA;170;53;27;80;2.962962963;9;47.05882353;118;31;149;4.806451613;30;87.64705882;140;20;160;8;29;94.11764706;45;26;71;2.730769231;5;41.76470588;19;14;39;2.4375;4;22.94117647
USA;Black Hood - The Case of the Medical Murderer;USA;USA;USA;122;40;24;64;2.666666667;5;52.45901639;60;26;86;3.307692308;8;70.49180328;72;24;96;4;10;78.68852459;30;24;54;2.25;4;44.26229508;44;24;62;2.818181818;5;50.81967213
USA;Black Panther - Back to Africa: Part one;USA;USA;USA;208;50;32;82;2.5625;6;39.42307692;158;35;193;5.514285714;14;92.78846154;175;27;202;7.481481481;14;97.11538462;48;31;79;2.548387097;6;37.98076923;31;27;58;2.148148148;3;27.88461538
USA;Blankets;USA;USA;USA;128;43;17;60;3.529411765;8;46.875;86;16;102;6.375;19;79.6875;102;19;121;6.368421053;20;94.53125;39;18;57;3.166666667;8;44.53125;9;7;16;2.285714286;4;12.5
USA;Blessed Thistle;USA;USA;USA;218;90;45;135;3;11;61.9266055;182;26;208;8;35;95.41284404;199;15;215;14.33333333;59;98.62385321;77;47;124;2.638297872;5;56.88073394;1;1;2;2;2;0.917431193
USA;Blue Beetle - Joan;USA;USA;USA;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USA;Blue Beetle - The Man Who Stole 24 Hours;USA;USA;USA;56;13;8;21;2.625;4;37.5;24;10;34;3.4;7;60.71428571;42;11;53;4.818181818;18;94.64285714;8;5;13;2.6;4;23.21428571;12;10;22;2.2;3;39.28571429
USA;Blue Beetle - The Masks of Mystery;USA;USA;USA;56;15;10;25;2.5;4;44.64285714;31;8;39;4.875;9;69.64285714;41;8;49;6.125;23;87.5;8;8;16;2;2;28.57142857;11;6;17;2.833333333;4;30.35714286
USA;Blue Monday;OEL manga;USA;OEL manga;324;130;69;199;2.884057971;9;61.41975309;231;56;287;5.125;11;88.58024691;292;24;317;13.20833333;57;97.83950617;108;62;170;2.741935484;7;52.4691358;10;9;19;2.111111111;3;5.864197531
USA;Boxers;USA;USA;USA;136;14;8;22;2.75;6;16.17647059;94;11;105;9.545454545;28;77.20588235;66;27;93;3.444444444;8;68.38235294;9;5;14;2.8;6;10.29411765;17;13;30;2.307692308;3;22.05882353
USA;Brain Boy - Pirates of the Air;USA;USA;USA;154;48;28;76;2.714285714;12;49.35064935;83;28;111;3.964285714;10;72.07792208;106;24;130;5.416666667;21;84.41558442;34;24;58;2.416666667;4;37.66233766;41;22;63;2.863636364;8;40.90909091
USA;Captain America  - Blood Stone;USA;USA;USA;184;104;19;86;4.777777778;21;46.73913043;133;31;164;5.290322581;17;89.13043478;164;14;178;12.71428571;43;96.73913043;77;29;106;3.655172414;17;57.60869565;15;10;25;2.5;4;13.58695652
USA;Captain America  - U.S. Agent, Siege, Night of the Scourge part one;USA;USA;USA;44;20;10;30;3;5;68.18181818;26;8;34;4.25;8;77.27272727;30;6;36;6;8;81.81818182;16;12;28;2.333333333;3;63.63636364;12;6;18;3;5;40.90909091
USA;Captain Atom - The Gremlins from the Planet Blue;USA;USA;USA;103;23;12;35;2.916666667;12;33.98058252;50;21;71;3.380952381;11;68.93203883;57;20;77;3.85;11;74.75728155;12;7;19;2.714285714;7;18.44660194;35;21;56;2.666666667;6;54.36893204
USA;Captain Marvel Adventures - Capt. Marvel -Out West-;USA;USA;USA;91;30;10;40;4;6;43.95604396;55;15;70;4.666666667;17;76.92307692;85;4;89;22.25;38;97.8021978;20;10;30;3;6;32.96703297;6;5;11;2.2;3;12.08791209
USA;Captain Marvel Adventures - Captain Marvel Battles the Vampire;USA;USA;USA;90;48;21;69;3.285714286;9;76.66666667;64;11;75;6.818181818;23;83.33333333;81;4;85;21.25;32;94.44444444;38;21;59;2.80952381;5;65.55555556;9;5;14;2.8;4;15.55555556
USA;Captain Marvel Adventures - Captain Marvel Vs. Z;USA;USA;USA;96;43;20;63;3.15;7;65.625;57;20;77;3.85;13;80.20833333;85;8;93;11.625;28;96.875;32;19;51;2.684210526;7;53.125;8;7;15;2.142857143;3;15.625
USA;Captain Marvel Adventures - The Monsters of Saturn;USA;USA;USA;105;30;21;51;2.428571429;6;48.57142857;53;16;69;4.3125;11;65.71428571;87;13;100;7.692307692;31;95.23809524;19;14;33;2.357142857;6;31.42857143;15;12;27;2.25;4;25.71428571
USA;"Captain Midnight - ""Secret Sub""";USA;USA;USA;54;10;7;17;2.428571429;3;31.48148148;25;9;34;3.777777778;10;62.96296296;43;7;50;7.142857143;20;92.59259259;6;5;11;2.2;3;20.37037037;10;7;13;2.166666667;3;24.07407407
USA;Captain Midnight - The Murder Trap;USA;USA;USA;110;35;17;52;3.058823529;5;47.27272727;55;23;78;3.391304348;8;70.90909091;90;11;101;9.181818182;33;91.81818182;28;15;43;2.866666667;5;39.09090909;16;10;30;2.727272727;5;27.27272727
USA;Chronicles of the Universe;OEL manga;USA;OEL manga;267;34;20;54;2.7;5;20.2247191;143;39;182;4.666666667;16;68.16479401;180;38;218;5.736842105;18;81.64794007;30;19;49;2.578947368;5;18.35205993;47;30;77;2.566666667;5;28.83895131
USA;Constantine - The Spark and the Flame Part 1: The Price We Pay;USA;USA;USA;148;67;34;101;2.970588235;10;68.24324324;100;25;125;5;27;84.45945946;116;16;132;8.25;26;89.18918919;42;29;71;2.448275862;5;47.97297297;17;12;29;2.416666667;3;19.59459459
USA;Daredevil - Guardian Devil;USA;USA;USA;133;52;25;77;3.08;8;57.89473684;106;16;122;7.625;17;91.72932331;111;15;126;8.4;17;94.73684211;50;23;73;3.173913043;8;54.88721805;19;13;32;2.461538462;4;24.06015038
USA;Daredevil - The Mysterious Masked Matador;USA;USA;USA;260;117;49;166;3.387755102;21;63.84615385;179;37;216;5.837837838;23;83.07692308;204;30;234;7.8;32;90;97;49;146;2.979591837;15;56.15384615;39;23;62;2.695652174;6;23.84615385
USA;Darkness Resurrection;USA;USA;USA;205;79;39;118;3.025641026;9;57.56097561;148;27;175;6.481481481;22;85.36585366;163;21;184;8.761904762;28;89.75609756;54;32;86;2.6875;8;41.95121951;6;5;11;2.2;3;5.365853659
USA;Deadpool - Bullseye part two;USA;USA;USA;93;47;18;65;3.611111111;16;69.89247312;81;11;92;8.363636364;22;98.92473118;85;7;92;13.14285714;26;98.92473118;43;19;62;3.263157895;11;66.66666667;6;5;11;2.2;3;11.82795699
USA;Detective Comics - The Laughing Fish;USA;USA;USA;228;80;35;115;3.285714286;8;50.43859649;180;24;204;8.5;22;89.47368421;191;19;210;11.05263158;25;92.10526316;72;30;102;3.4;8;44.73684211;27;16;43;2.6875;6;18.85964912
USA;DMZ Body of a Journalist;USA;USA;USA;180;47;18;65;3.611111111;10;36.11111111;107;28;135;4.821428571;17;75;144;25;169;6.76;23;93.88888889;38;18;56;3.111111111;6;31.11111111;17;14;31;2.214285714;4;17.22222222
USA;Doll Man - Monster of the Mire;USA;USA;USA;60;27;12;39;3.25;7;65;42;10;52;5.2;16;86.66666667;56;2;58;29;40;96.66666667;24;10;34;3.4;7;56.66666667;3;2;8;2.666666667;4;13.33333333
USA;Doll Man - The Troll;USA;USA;USA;49;29;10;39;3.9;13;79.59183673;31;7;38;5.428571429;20;77.55102041;42;5;47;9.4;25;95.91836735;24;9;33;3.666666667;13;67.34693878;6;5;8;2;2;16.32653061
USA;Fantastic Four - Skyfall;USA;USA;USA;91;34;14;48;3.428571429;13;52.74725275;65;13;78;6;13;85.71428571;76;8;84;10.5;19;92.30769231;33;13;46;3.538461538;13;50.54945055;14;7;21;3;6;23.07692308
USA;Far Arden;USA;USA;USA;118;26;20;46;2.3;3;38.98305085;93;13;106;8.153846154;24;89.83050847;51;28;79;2.821428571;6;66.94915254;9;9;18;2;2;15.25423729;7;6;13;2.166666667;3;11.01694915
USA;Fierce;USA;USA;USA;226;52;27;79;2.925925926;7;34.95575221;139;45;184;4.088888889;10;81.4159292;171;29;200;6.896551724;48;88.49557522;51;26;77;2.961538462;7;34.07079646;46;26;72;2.769230769;7;31.85840708
USA;Gigantor - Heart of Steel, Soul of Iron;OEL manga;USA;OEL manga;175;19;14;33;2.357142857;4;18.85714286;97;39;136;3.487179487;7;77.71428571;114;35;149;4.257142857;15;85.14285714;16;12;28;2.333333333;4;16;34;25;59;2.36;4;33.71428571
USA;Gold Digger;OEL manga;USA;OEL manga;138;24;24;46;2;2;33.33333333;105;18;121;7.117647059;25;87.68115942;125;11;136;12.36363636;28;98.55072464;20;20;40;2;2;28.98550725;6;6;12;2;2;8.695652174
USA;Green Lantern - No evil shall escape my sight;USA;USA;USA;104;28;18;46;2.555555556;5;44.23076923;77;12;89;7.416666667;15;85.57692308;80;13;93;7.153846154;28;89.42307692;19;15;34;2.266666667;4;32.69230769;12;8;20;2.5;4;19.23076923
USA;Green Lantern Corps - Sacrifice of Will;USA;USA;USA;180;20;11;31;2.818181818;5;17.22222222;113;27;140;5.185185185;18;77.77777778;144;21;165;7.857142857;26;91.66666667;18;11;29;2.636363636;5;16.11111111;31;17;48;2.823529412;6;26.66666667
USA;Green Lantern: Rebirth - Rings;USA;USA;USA;260;88;43;131;3.046511628;7;50.38461538;222;27;249;9.222222222;33;95.76923077;231;23;254;11.04347826;33;97.69230769;76;44;120;2.727272727;7;46.15384615;13;12;25;2.083333333;3;9.615384615
USA;Heck;USA;USA;USA;159;32;24;56;2.333333333;4;35.22012579;137;15;152;10.13333333;27;95.59748428;59;39;98;2.512820513;6;61.63522013;13;12;25;2.083333333;3;15.72327044;7;6;13;2.166666667;3;8.176100629
USA;Justice League of America - The Great Identity Crisis!;USA;USA;USA;218;46;32;78;2.4375;5;35.77981651;150;36;186;5.166666667;10;85.32110092;177;31;208;6.709677419;32;95.41284404;38;27;65;2.407407407;5;29.81651376;32;24;56;2.333333333;7;25.68807339
USA;Lady Luck - Charity Ball;USA;USA;USA;52;11;7;18;2.571428571;5;34.61538462;32;12;44;3.666666667;6;84.61538462;43;7;50;7.142857143;19;96.15384615;8;5;13;2.6;5;25;9;8;17;2.125;3;32.69230769
USA;Lady Luck - Pirate Mansion;USA;USA;USA;79;31;15;46;3.066666667;7;58.2278481;42;14;56;4;11;70.88607595;65;9;74;8.222222222;25;93.67088608;21;12;33;2.75;6;41.7721519;12;8;20;2.5;4;25.3164557
USA;Lady Luck - The Count;USA;USA;USA;32;10;6;16;2.666666667;4;50;24;7;31;4.428571429;9;96.875;30;2;32;16;20;100;7;5;12;2.4;3;37.5;1;1;2;2;2;6.25
USA;Lady Luck - The Pyramid Club;USA;USA;USA;58;22;13;35;2.692307692;5;60.34482759;32;13;45;3.461538462;6;77.5862069;41;10;51;5.1;18;87.93103448;19;11;30;2.727272727;4;51.72413793;15;10;25;2.5;4;43.10344828
USA;Lars of Mars -  The Terror Weapon;USA;USA;USA;73;27;15;42;2.8;6;57.53424658;43;13;56;4.307692308;7;76.71232877;66;6;72;12;30;98.63013699;21;11;32;2.909090909;6;43.83561644;3;3;6;2;2;8.219178082
USA;Lars of Mars - The Crucial Game;USA;USA;USA;44;13;8;21;2.625;4;47.72727273;29;12;41;3.416666667;6;93.18181818;30;11;41;3.727272727;7;93.18181818;12;8;20;2.5;4;45.45454545;10;9;19;2.111111111;3;43.18181818
USA;Lars of Mars - The Earthshaker;USA;USA;USA;42;11;7;18;2.571428571;3;42.85714286;24;8;32;4;9;76.19047619;30;6;36;6;13;85.71428571;5;3;8;2.666666667;3;19.04761905;7;5;12;2.4;4;28.57142857
USA;Lars of Mars - The Terror Weapon;USA;USA;USA;73;30;14;44;3.142857143;6;60.2739726;47;12;59;4.916666667;8;80.82191781;53;9;62;6.888888889;15;84.93150685;28;13;41;3.153846154;6;56.16438356;19;9;28;3.111111111;5;38.35616438
USA;Legends From Darkwood;OEL manga;USA;OEL manga;461;110;58;170;2.881355932;15;36.87635575;380;50;433;8.490196078;55;93.92624729;367;48;415;8.645833333;40;90.02169197;74;51;125;2.450980392;9;27.11496746;17;16;33;2.0625;3;7.15835141
USA;Luftmatte 1946;OEL manga;USA;OEL manga;162;39;26;63;2.52;4;38.88888889;94;27;119;4.576923077;11;73.45679012;117;23;140;6.086956522;15;86.41975309;32;21;53;2.523809524;4;32.71604938;31;16;47;2.9375;8;29.01234568
USA;Myth Warriors;OEL manga;USA;OEL manga;148;41;24;65;2.708333333;5;43.91891892;103;25;128;5.12;25;86.48648649;112;22;134;6.090909091;18;90.54054054;36;21;57;2.714285714;5;38.51351351;22;16;38;2.375;5;25.67567568
USA;Nick Fury Agent of S.H.I.E.L.D. - Who is Scorpio;USA;USA;USA;195;53;26;79;3.038461538;8;40.51282051;115;41;156;3.804878049;10;80;158;23;181;7.869565217;32;92.82051282;45;25;70;2.8;5;35.8974359;29;20;49;2.45;4;25.12820513
USA;Ninja High School Hawaii;OEL manga;USA;OEL manga;229;69;35;104;2.971428571;7;45.41484716;181;29;216;7.2;21;94.3231441;202;21;223;10.61904762;29;97.37991266;62;32;94;2.9375;7;41.04803493;10;8;18;2.25;3;7.860262009
USA;NorthWest Passage;USA;USA;USA;91;23;13;36;2.769230769;7;39.56043956;56;16;72;4.5;12;79.12087912;77;13;90;6.923076923;17;98.9010989;16;11;27;2.454545455;3;29.67032967;10;10;20;2;2;21.97802198
USA;Once in a Blue Moon;OEL manga;USA;OEL manga;186;45;31;76;2.451612903;5;40.86021505;150;22;172;7.818181818;16;92.47311828;154;24;178;7.416666667;25;95.69892473;38;27;65;2.407407407;5;34.94623656;7;7;14;2;2;7.52688172
USA;OZ The Manga - Council with the Munchkins;OEL manga;USA;OEL manga;196;57;41;98;2.390243902;4;50;153;32;185;5.78125;37;94.3877551;141;30;171;5.7;16;87.24489796;40;32;72;2.25;4;36.73469388;11;9;20;2.222222222;4;10.20408163
USA;Plastic Man - The Expander Device;USA;USA;USA;96;45;20;65;3.25;9;67.70833333;70;15;85;5.666666667;20;88.54166667;79;11;90;8.181818182;18;93.75;40;20;60;3;9;62.5;12;9;21;2.333333333;4;21.875
USA;Pride and Prejudice;OEL manga;USA;OEL manga;88;16;11;27;2.454545455;5;30.68181818;69;9;78;8.666666667;22;88.63636364;73;15;88;5.866666667;15;100;13;9;22;2.444444444;5;25;7;7;14;2;2;15.90909091
USA;Rising Stars -  Voices of the Dead Bright;USA;USA;USA;185;70;32;102;3.1875;9;55.13513514;133;33;166;5.03030303;15;89.72972973;162;21;183;8.714285714;18;98.91891892;55;30;85;2.833333333;6;45.94594595;9;9;18;2;2;9.72972973
USA;Same Difference;USA;USA;USA;173;59;27;86;3.185185185;9;49.71098266;137;22;159;7.227272727;29;91.90751445;158;12;170;14.16666667;35;98.26589595;54;25;79;3.16;9;45.66473988;4;4;8;2;2;4.624277457
USA;Savage Dragon - The End;USA;USA;USA;228;56;34;90;2.647058824;6;39.47368421;160;34;194;5.705882353;17;85.0877193;193;28;222;7.928571429;73;97.36842105;48;30;78;2.6;6;34.21052632;16;14;30;2.142857143;3;13.15789474
USA;Scott Pilgrim vs. The World;OEL manga;USA;OEL manga;176;31;22;53;2.409090909;4;30.11363636;132;33;165;5;10;93.75;153;21;175;8.333333333;62;99.43181818;27;21;48;2.285714286;4;27.27272727;17;15;32;2.133333333;3;18.18181818
USA;Set to Sea;USA;USA;USA;134;36;14;50;3.571428571;13;37.31343284;69;23;92;4;14;68.65671642;118;9;128;14.22222222;57;95.52238806;26;13;39;3;7;29.10447761;10;5;15;3;5;11.19402985
USA;Shackleton Antarctic Odyssey;USA;USA;USA;142;28;15;43;2.866666667;6;30.28169014;82;22;104;4.727272727;13;73.23943662;53;25;78;3.12;10;54.92957746;7;6;13;2.166666667;3;9.154929577;28;19;47;2.473684211;5;33.09859155
USA;Star Wars Empire;USA;USA;USA;192;24;16;40;2.5;4;20.83333333;145;19;164;8.631578947;22;85.41666667;154;31;185;5.967741935;20;96.35416667;20;13;33;2.538461538;4;17.1875;18;12;30;2.5;5;15.625
USA;Street Fighter Classic;OEL manga;USA;OEL manga;152;74;25;99;3.96;12;65.13157895;137;14;151;10.78571429;33;99.34210526;129;15;144;9.6;38;94.73684211;67;24;91;3.791666667;12;59.86842105;7;6;13;2.166666667;3;8.552631579
